iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
OWID_EUR,,Europe,2021-09-17,57839559.0,128770.0,116373.286,1204783.0,1783.0,1671.714,77351.736,172.211,155.632,1611.217,2.384,2.236,,,,,,,,,,,,,,,,,,,777904615.0,415705743.0,378818966.0,1904616.0,825061.0,1550309.0,104.03,55.59,50.66,0.25,2073.0,,747747396.0,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021-09-17,37314706.0,52745.0,48703.571,763775.0,544.0,531.429,83442.638,117.948,108.91,1707.943,1.216,1.188,,,,,,,,,,,,,,,,,,,551016108.0,295637602.0,272668276.0,1463931.0,345069.0,900472.0,123.22,66.11,60.97,0.33,2014.0,,447189915.0,,,,,,,,,,,,,,,
FRO,Europe,Faeroe Islands,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73208.0,37568.0,35640.0,,157.0,113.0,149.24,76.59,72.66,,2304.0,13.89,49053.0,35.308,,,,,,,,,,,,80.67,,
FJI,Oceania,Fiji,2021-09-17,49719.0,132.0,143.429,566.0,22.0,4.571,55065.96,146.196,158.853,626.87,24.366,5.063,0.67,,,,,,,,,,,,,,,,,,912149.0,569958.0,342191.0,,,6571.0,101.02,63.13,37.9,,7278.0,86.11,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,
FIN,Europe,Finland,2021-09-17,135815.0,501.0,450.429,1052.0,0.0,1.286,24478.4,90.297,81.182,189.606,0.0,0.232,0.94,22.0,3.965,95.0,17.122,,,,,16118.0,6933023.0,1249.562,2.905,15396.0,2.775,0.029,34.3,tests performed,7332815.0,4094729.0,3238086.0,,58850.0,25636.0,132.16,73.8,58.36,,4620.0,36.57,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,
FRA,Europe,France,2021-09-17,7029959.0,7756.0,8146.429,116618.0,107.0,81.286,104048.5,114.794,120.573,1726.031,1.584,1.203,0.84,2129.0,31.511,10012.0,148.185,939.393,13.904,3377.198,49.985,663977.0,,,9.827,565113.0,8.364,0.018,55.6,people tested,92262410.0,49707676.0,43042655.0,540489.0,286019.0,232974.0,136.56,73.57,63.71,0.8,3448.0,66.67,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,
PYF,Oceania,French Polynesia,2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271181.0,146890.0,124291.0,,,1988.0,95.98,51.99,43.99,,7036.0,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,
GAB,Africa,Gabon,2021-09-17,27643.0,352.0,143.571,175.0,1.0,0.714,12130.353,154.465,63.002,76.794,0.439,0.313,1.43,,,,,,,,,,1127524.0,494.782,,2701.0,1.185,0.038,26.0,samples tested,,,,,,,,,,,,58.33,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,
GMB,Africa,Gambia,2021-09-17,9867.0,0.0,6.714,330.0,0.0,0.286,3967.531,0.0,2.7,132.693,0.0,0.115,0.74,,,,,,,,,,106259.0,42.727,,370.0,0.149,0.043,23.1,samples tested,201835.0,179910.0,165785.0,,,651.0,8.12,7.23,6.67,,262.0,,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,
GEO,Asia,Georgia,2021-09-17,591766.0,2039.0,2365.143,8446.0,56.0,51.0,148693.405,512.341,594.291,2122.232,14.071,12.815,0.88,,,,,,,,,50000.0,8500000.0,2135.8,12.564,28143.0,7.072,0.087,11.5,tests performed,1610309.0,935094.0,675215.0,,26616.0,28460.0,40.46,23.5,16.97,,7151.0,,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,
DEU,Europe,Germany,2021-09-17,4137062.0,9904.0,9345.571,92928.0,22.0,46.286,49309.163,118.045,111.389,1107.598,0.262,0.552,0.99,1441.0,17.175,,,,,1286.249,15.331,,72301440.0,861.752,,141624.0,1.688,0.08,12.5,tests performed,105229636.0,55703730.0,52245087.0,328459.0,263701.0,190702.0,125.42,66.39,62.27,0.39,2273.0,62.04,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,
GHA,Africa,Ghana,2021-09-17,124740.0,866.0,280.143,1116.0,18.0,4.143,3931.032,27.291,8.828,35.169,0.567,0.131,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,
GIB,Europe,Gibraltar,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79269.0,39837.0,39432.0,,36.0,25.0,235.28,118.24,117.04,,742.0,,33691.0,3457.1,,,,,,,,,,,,79.93,,
GRC,Europe,Greece,2021-09-17,627314.0,2231.0,2238.0,14394.0,40.0,41.714,60488.796,215.124,215.799,1387.942,3.857,4.022,0.91,,,,,130.619,12.595,,,155295.0,17406729.0,1678.445,14.974,153156.0,14.768,0.015,68.9,samples tested,11848069.0,6349134.0,5920231.0,,30957.0,26032.0,114.25,61.22,57.09,,2510.0,64.35,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,
GRL,North America,Greenland,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76772.0,40922.0,35850.0,,512.0,324.0,135.0,71.96,63.04,,5697.0,30.09,56868.0,0.137,,,,,,199.941,2.16,,,,,71.7,,
GRD,North America,Grenada,2021-09-17,3490.0,228.0,220.429,48.0,2.0,4.143,30880.857,2017.431,1950.436,424.722,17.697,36.658,1.55,,,,,,,,,,,,,,,,,,48140.0,28511.0,19629.0,,,383.0,42.6,25.23,17.37,,3389.0,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,
GTM,North America,Guatemala,2021-09-17,525161.0,4068.0,2788.714,12947.0,40.0,48.714,28776.153,222.906,152.807,709.43,2.192,2.669,1.03,,,,,,,,,6773.0,2145502.0,117.563,0.371,10442.0,0.572,0.312,3.2,people tested,5964194.0,4017554.0,1946640.0,,101416.0,90002.0,32.68,22.01,10.67,,4932.0,,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,
GGY,Europe,Guernsey,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101487.0,,,,,76.0,151.36,,,,1133.0,,67052.0,,,,,,,,,,,,,,,
GIN,Africa,Guinea,2021-09-17,30136.0,0.0,21.286,370.0,0.0,1.0,2232.753,0.0,1.577,27.413,0.0,0.074,0.91,,,,,,,,,,,,,,,,,,1387699.0,953942.0,433757.0,,20296.0,12561.0,10.28,7.07,3.21,,931.0,59.26,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,
GNB,Africa,Guinea-Bissau,2021-09-17,6069.0,16.0,14.429,130.0,0.0,0.714,3011.178,7.939,7.159,64.5,0.0,0.354,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,
GUY,South America,Guyana,2021-09-17,29072.0,241.0,253.0,706.0,3.0,6.714,36784.681,304.936,320.12,893.299,3.796,8.496,1.24,,,,,,,,,,,,,,,,,,518295.0,341600.0,176695.0,,6844.0,2319.0,65.58,43.22,22.36,,2934.0,62.96,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,
HTI,North America,Haiti,2021-09-17,21330.0,12.0,24.0,596.0,0.0,1.143,1848.084,1.04,2.079,51.639,0.0,0.099,1.14,,,,,,,,,,,,,,,,,,57341.0,40198.0,17484.0,,1767.0,707.0,0.5,0.35,0.15,,61.0,53.7,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,
HND,North America,Honduras,2021-09-17,356707.0,1737.0,832.571,9452.0,52.0,19.0,35447.403,172.613,82.736,939.283,5.167,1.888,1.04,,,,,,,,,,,,,,,,,,4637151.0,2947650.0,1689501.0,,,47940.0,46.08,29.29,16.79,,4764.0,75.0,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,
HKG,Asia,Hong Kong,2021-09-17,12152.0,3.0,2.0,213.0,0.0,0.143,1608.94,0.397,0.265,28.201,0.0,0.019,,,,,,,,,,,,,,,,,,,8315971.0,4387270.0,3928701.0,,37524.0,36273.0,110.1,58.09,52.02,,4803.0,48.15,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,
HUN,Europe,Hungary,2021-09-17,817159.0,479.0,346.714,30123.0,5.0,5.286,84818.898,49.719,35.988,3126.686,0.519,0.549,1.49,,,220.0,22.835,,,,,15682.0,6302559.0,654.189,1.628,12642.0,1.312,0.026,39.0,tests performed,,5855039.0,5564586.0,590000.0,,,,60.77,57.76,6.12,,30.56,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,
ISL,Europe,Iceland,2021-09-17,11404.0,27.0,29.286,33.0,0.0,0.0,33212.954,78.635,85.292,96.109,0.0,0.0,0.71,,,6.0,17.474,0.0,0.0,4.715,13.731,1762.0,615816.0,1793.5,5.132,1569.0,4.57,,,tests performed,547788.0,281141.0,274175.0,46674.0,1925.0,1769.0,159.54,81.88,79.85,13.59,5152.0,41.67,343360.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,
IND,Asia,India,2021-09-17,33381728.0,0.0,24771.143,444248.0,0.0,275.857,23956.876,0.0,17.777,318.821,0.0,0.198,0.89,,,,,,,,,1430891.0,544444967.0,390.729,1.027,1607946.0,1.154,0.02,51.2,samples tested,777387850.0,586105233.0,191282617.0,,6046209.0,7610446.0,55.79,42.06,13.73,,5462.0,70.83,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,
IDN,Asia,Indonesia,2021-09-17,4185144.0,3835.0,3773.286,140138.0,219.0,243.857,15143.714,13.877,13.653,507.082,0.792,0.882,0.59,,,,,,,,,143135.0,23199268.0,83.945,0.518,141506.0,0.512,0.037,27.0,people tested,121542203.0,77417488.0,44124715.0,,1214070.0,1356993.0,43.98,28.01,15.97,,4910.0,68.98,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,
OWID_INT,,International,2021-09-17,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,Asia,Iran,2021-09-17,5396013.0,17605.0,19585.714,116436.0,364.0,436.571,63461.034,207.048,230.342,1369.372,4.281,5.134,0.79,,,,,,,,,115179.0,30672916.0,360.736,1.355,109829.0,1.292,0.183,5.5,tests performed,36753231.0,22943141.0,12549387.0,,1706088.0,965517.0,43.22,26.98,14.76,,11355.0,69.91,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRQ,Asia,Iraq,2021-09-17,1970746.0,3559.0,3803.0,21739.0,56.0,49.286,47857.627,86.427,92.352,527.91,1.36,1.197,0.78,,,,,,,,,32036.0,14895398.0,361.72,0.778,31284.0,0.76,0.127,7.9,samples tested,6672182.0,4203578.0,2468604.0,,,431125.0,16.2,10.21,5.99,,10469.0,,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,
IRL,Europe,Ireland,2021-09-17,372687.0,1386.0,1262.857,5179.0,0.0,3.429,74793.133,278.151,253.438,1039.354,0.0,0.688,0.95,59.0,11.84,315.0,63.216,27.1,5.439,207.77,41.697,28135.0,7079448.0,1420.747,5.646,24731.0,4.963,0.052,19.1,tests performed,7088705.0,3745660.0,3577773.0,,12816.0,14328.0,142.26,75.17,71.8,,2875.0,48.15,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,
IMN,Europe,Isle of Man,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128915.0,65430.0,63485.0,,81.0,56.0,150.94,76.61,74.33,,656.0,,85410.0,147.872,,,,,,,,,,,,81.4,,
ISR,Asia,Israel,2021-09-17,1211443.0,3040.0,8165.286,7494.0,29.0,24.714,137824.104,345.856,928.953,852.581,3.299,2.812,1.26,233.0,26.508,1097.0,124.804,533.0,60.639,1204.0,136.977,54984.0,25581567.0,2910.378,6.255,155106.0,17.646,0.058,17.4,tests performed,14652030.0,6059158.0,5572156.0,3020716.0,44253.0,39615.0,166.69,68.93,63.39,34.37,4507.0,56.48,8789776.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,
ITA,Europe,Italy,2021-09-17,4627699.0,4544.0,4448.714,130233.0,66.0,57.857,76658.818,75.272,73.694,2157.337,1.093,0.958,0.88,559.0,9.26,4672.0,77.393,,,1224.729,20.288,306267.0,88516407.0,1466.293,5.073,278528.0,4.614,0.017,60.5,tests performed,82019420.0,44110138.0,39371032.0,,158635.0,202981.0,135.87,73.07,65.22,,3362.0,68.98,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,
JAM,North America,Jamaica,2021-09-17,78590.0,601.0,563.571,1772.0,4.0,11.286,26430.471,202.121,189.534,595.938,1.345,3.795,1.01,,,,,,,,,1564.0,578267.0,194.476,0.526,1714.0,0.576,0.333,3.0,samples tested,702693.0,506797.0,216103.0,,8866.0,13772.0,23.63,17.04,7.27,,4632.0,74.07,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,
JPN,Asia,Japan,2021-09-17,1669982.0,6164.0,6296.143,17120.0,69.0,57.571,13248.484,48.901,49.949,135.818,0.547,0.457,0.62,,,,,,,,,107105.0,22590267.0,179.216,0.85,101948.0,0.809,0.074,13.6,people tested,149882538.0,82677879.0,67204659.0,,1107527.0,1207116.0,118.91,65.59,53.32,,9576.0,52.31,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,
JEY,Europe,Jersey,2021-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150379.0,76818.0,73561.0,,,90.0,148.78,76.0,72.78,,890.0,,101073.0,,,,,,,,,,,,,,,
JOR,Asia,Jordan,2021-09-17,812253.0,790.0,891.571,10594.0,8.0,9.0,79097.406,76.93,86.821,1031.646,0.779,0.876,1.12,,,,,,,,,28071.0,9706117.0,945.184,2.734,33055.0,3.219,0.031,32.4,tests performed,6770298.0,3615365.0,3154933.0,,3594.0,21260.0,65.93,35.21,30.72,,2070.0,,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,
KAZ,Asia,Kazakhstan,2021-09-17,931458.0,3117.0,3294.571,15031.0,0.0,86.857,49037.118,164.096,173.445,791.315,0.0,4.573,0.83,,,,,,,,,,,,,,,,,,13287776.0,7228047.0,6059729.0,,73889.0,63260.0,69.95,38.05,31.9,,3330.0,,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,
KEN,Africa,Kenya,2021-09-17,245781.0,444.0,405.143,4965.0,4.0,9.857,4469.907,8.075,7.368,90.296,0.073,0.179,0.75,,,,,,,,,,,,,,,,,,3290450.0,2439528.0,850922.0,,48699.0,36960.0,5.98,4.44,1.55,,672.0,56.94,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,
KIR,Oceania,Kiribati,2021-09-17,2.0,0.0,0.0,,,0.0,16.476,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,31332.0,24429.0,6903.0,,,1494.0,25.81,20.12,5.69,,12308.0,37.5,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,
OWID_KOS,Europe,Kosovo,2021-09-17,158675.0,279.0,382.857,2878.0,19.0,17.143,82097.027,144.352,198.087,1489.051,9.83,8.87,0.81,,,,,,,,,6882.0,1138715.0,589.161,3.561,7932.0,4.104,0.056,18.0,tests performed,1110286.0,710945.0,399341.0,,20671.0,19287.0,57.45,36.78,20.66,,9979.0,,1932774.0,168.155,,,,9795.834,0.6,,,,,,,,,
KWT,Asia,Kuwait,2021-09-17,411081.0,63.0,55.429,2437.0,1.0,1.143,94969.612,14.555,12.805,563.006,0.231,0.264,0.58,,,,,,,,,14694.0,4003280.0,924.854,3.395,14390.0,3.324,0.004,260.3,tests performed,,,,,,,,,,,,49.07,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,
KGZ,Asia,Kyrgyzstan,2021-09-17,177567.0,83.0,83.429,2583.0,2.0,2.429,26789.032,12.522,12.587,389.69,0.302,0.366,0.65,,,,,,,,,,,,,,,,,,1321880.0,760466.0,557094.0,,6355.0,9426.0,19.94,11.47,8.4,,1422.0,,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,
LAO,Asia,Laos,2021-09-17,18347.0,288.0,201.571,16.0,0.0,0.0,2486.26,39.028,27.316,2.168,0.0,0.0,0.9,,,,,,,,,3430.0,487290.0,66.034,0.465,3650.0,0.495,0.052,19.4,people tested,4402770.0,2650948.0,1860415.0,,13946.0,23461.0,59.66,35.92,25.21,,3179.0,50.0,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,
LVA,Europe,Latvia,2021-09-17,149614.0,533.0,461.857,2635.0,3.0,4.714,80138.88,285.495,247.388,1411.405,1.607,2.525,1.32,,,234.0,125.339,41.103,22.016,214.323,114.799,,,,,,,,,,1580201.0,888910.0,802871.0,,5700.0,4357.0,84.64,47.61,43.0,,2334.0,37.96,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,
LBN,Asia,Lebanon,2021-09-17,617036.0,857.0,732.0,8228.0,4.0,8.429,91154.12,126.604,108.138,1215.514,0.591,1.245,0.85,,,,,,,,,,,,,,,,,,2704158.0,1499772.0,1204386.0,,13812.0,15072.0,39.95,22.16,17.79,,2227.0,65.74,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,
LSO,Africa,Lesotho,2021-09-17,14395.0,0.0,0.0,403.0,0.0,0.0,6667.232,0.0,0.0,186.655,0.0,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,
LBR,Africa,Liberia,2021-09-17,5904.0,177.0,25.286,283.0,38.0,5.429,1139.723,34.169,4.881,54.631,7.336,1.048,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,
LBY,Africa,Libya,2021-09-17,329824.0,968.0,1048.143,4490.0,10.0,11.429,47398.462,139.11,150.627,645.25,1.437,1.642,0.87,,,,,,,,,5039.0,,,0.724,,,,,samples tested,1381309.0,1246217.0,135092.0,,48231.0,17883.0,19.85,17.91,1.94,,2570.0,,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,
LIE,Europe,Liechtenstein,2021-09-17,3402.0,8.0,4.571,60.0,0.0,0.0,88931.876,209.128,119.502,1568.463,0.0,0.0,0.92,,,,,,,0.987,25.808,164.0,64615.0,1689.104,4.287,189.0,4.941,0.026,38.5,tests performed,44789.0,23699.0,21383.0,,10.0,213.0,117.08,61.95,55.9,,5568.0,,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,
LTU,Europe,Lithuania,2021-09-17,313692.0,1211.0,1019.143,4763.0,12.0,15.429,116620.109,450.209,378.883,1770.723,4.461,5.736,1.19,,,761.0,282.914,53.911,20.042,308.063,114.527,22720.0,4812417.0,1789.094,8.447,16061.0,5.971,0.061,16.4,tests performed,3306744.0,1716628.0,1590116.0,,11039.0,8341.0,122.93,63.82,59.12,,3101.0,30.56,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,
LUX,Europe,Luxembourg,2021-09-17,77189.0,91.0,79.571,834.0,0.0,0.0,121593.097,143.349,125.346,1313.771,0.0,0.0,1.07,9.0,14.177,37.0,58.285,,,13.181,20.763,6400.0,3493106.0,5502.566,10.082,5294.0,8.339,0.015,68.5,tests performed,779620.0,416918.0,,506.0,37.0,949.0,122.81,65.68,,0.08,1495.0,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,
MAC,Asia,Macao,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633071.0,338450.0,296643.0,,,2782.0,96.15,51.41,45.06,,4225.0,31.48,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,
MDG,Africa,Madagascar,2021-09-17,42898.0,0.0,1.0,958.0,0.0,0.0,1509.041,0.0,0.035,33.7,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,283091.0,210666.0,86090.0,,,1230.0,1.0,0.74,0.3,,43.0,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,
MWI,Africa,Malawi,2021-09-17,61287.0,37.0,33.571,2252.0,1.0,2.857,3119.299,1.883,1.709,114.619,0.051,0.145,0.57,,,,,,,,,,,,,,,,,,974830.0,742169.0,469604.0,,6530.0,5898.0,4.96,3.78,2.39,,300.0,39.81,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,
MYS,Asia,Malaysia,2021-09-17,2067327.0,17577.0,18053.857,22743.0,388.0,416.571,63074.039,536.273,550.822,693.888,11.838,12.71,0.95,,,,,,,,,,,,,,,,,,39923416.0,21863951.0,18135561.0,,238002.0,235409.0,121.81,66.71,55.33,,7182.0,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,
MDV,Asia,Maldives,2021-09-17,83332.0,84.0,107.714,229.0,2.0,0.286,153290.902,154.52,198.143,421.25,3.679,0.526,0.94,,,,,,,,,5127.0,1460154.0,2685.983,9.431,5101.0,9.383,0.022,46.2,samples tested,720666.0,390644.0,330022.0,,1751.0,2658.0,132.57,71.86,60.71,,4889.0,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,
MLI,Africa,Mali,2021-09-17,15029.0,9.0,7.429,545.0,0.0,0.286,720.618,0.432,0.356,26.132,0.0,0.014,0.85,,,,,,,,,,,,,,,,,,370529.0,284052.0,86477.0,,,3768.0,1.78,1.36,0.41,,181.0,50.93,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,
MLT,Europe,Malta,2021-09-17,36927.0,27.0,36.143,453.0,1.0,1.0,71763.668,52.472,70.24,880.357,1.943,1.943,1.0,,,,,,,6.0,11.66,2601.0,1211456.0,2354.335,5.055,3465.0,6.734,0.016,62.4,tests performed,810125.0,418251.0,417636.0,4477.0,1157.0,879.0,157.44,81.28,81.16,0.87,1708.0,43.52,514564.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,
MHL,Oceania,Marshall Islands,2021-09-17,4.0,0.0,0.0,,,0.0,67.094,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,
MRT,Africa,Mauritania,2021-09-17,35328.0,116.0,90.857,763.0,2.0,2.286,7398.364,24.293,19.027,159.787,0.419,0.479,0.74,,,,,,,,,,,,,,,,,,333089.0,311544.0,21545.0,,,4503.0,6.98,6.52,0.45,,943.0,44.44,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,
MUS,Africa,Mauritius,2021-09-17,14243.0,170.0,208.571,50.0,2.0,1.857,11184.771,133.498,163.787,39.264,1.571,1.458,1.03,,,,,,,,,,,,,,,,,,1625865.0,842642.0,783223.0,,,5394.0,127.68,66.17,61.51,,4236.0,,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,
MEX,North America,Mexico,2021-09-17,3552983.0,3754.0,10426.286,270538.0,190.0,626.857,27275.621,28.819,80.041,2076.872,1.459,4.812,0.85,,,,,,,,,7450.0,9795982.0,75.202,0.057,18285.0,0.14,0.358,2.8,people tested,94144251.0,61573170.0,40997724.0,,555532.0,666333.0,72.27,47.27,31.47,,5115.0,32.41,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,
FSM,Oceania,Micronesia (country),2021-09-17,1.0,0.0,0.0,,,0.0,8.602,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,
MDA,Europe,Moldova,2021-09-17,280175.0,1032.0,893.857,6578.0,9.0,12.286,69625.561,256.46,222.13,1634.682,2.237,3.053,1.42,,,,,,,,,,1673626.0,415.908,,7725.0,1.92,0.113,8.9,tests performed,1357495.0,,750553.0,,4741.0,4267.0,33.73,,18.65,,1060.0,29.63,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,
